Location,Region,Year,Month Number,Month Name,Day,Hour,AQI,PM2.5,PM10,O3,CO,SO2,NO2,AQI_Class
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,12:30,150,78,159,25,1,8,12,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,3,13:30,167,104,188,37,1,8,6,d_Unhealthy
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
Tamil Nadu,South,2023,2,February,9,08:30,78,39,69,11,3,22,6,b_Moderate
