Location,Region,Year,Month Number,Month Name,Day,Hour,AQI,PM2.5,PM10,O3,CO,SO2,NO2,AQI_Class
Tamil Nadu,South,2023,3,March,21,08:30,27,13,27,24,300,35,8,a_Good
Tamil Nadu,South,2023,3,March,21,08:30,27,13,27,24,300,35,8,a_Good
Tamil Nadu,South,2023,3,March,21,08:30,27,13,27,24,300,35,8,a_Good
Tamil Nadu,South,2023,3,March,21,08:30,27,13,27,24,300,35,8,a_Good
Tamil Nadu,South,2023,3,March,21,08:30,27,13,27,24,300,35,8,a_Good
Tamil Nadu,South,2023,3,March,21,08:30,27,13,27,24,300,35,8,a_Good
Tamil Nadu,South,2023,3,March,21,08:30,27,13,27,24,300,35,8,a_Good
Tamil Nadu,South,2023,3,March,21,08:30,27,13,27,24,300,35,8,a_Good
Tamil Nadu,South,2023,3,March,21,08:30,27,13,27,24,300,35,8,a_Good
Tamil Nadu,South,2023,3,March,21,08:30,27,13,27,24,300,35,8,a_Good
Tamil Nadu,South,2023,3,March,21,08:30,27,13,27,24,300,35,8,a_Good
Tamil Nadu,South,2023,3,March,21,08:30,27,13,27,24,300,35,8,a_Good
Tamil Nadu,South,2023,3,March,21,08:30,27,13,27,24,300,35,8,a_Good
Tamil Nadu,South,2023,3,March,21,08:30,27,13,27,24,300,35,8,a_Good
Tamil Nadu,South,2023,3,March,21,08:30,27,13,27,24,300,35,8,a_Good
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,2,09:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,3,09:30,162,132,185,14,77,10,1,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
Mumbai,West,2023,2,February,10,14:30,160,180,181,97,24,,106,d_Unhealthy
